acousticness,danceability,energy,speechiness,valence,BPM,song_title,artists,artists_url,date_added,album_cover,popularity,url,date_added_year
0.101,0.851,0.56,0.0939,0.481,101.057,Party,"KAEF,Tricky Nicki","3eMjMHsrc6bZjPESZdKStM,7pBsLYrKwaLsDIezadNyQ3",2021-08-02,https://i.scdn.co/image/ab67616d0000b2732d3d0be0aec045798c2522ea,41,2BVAJ37PxmYSVXzzkf3kaP,2021
0.0243,0.701,0.866,0.0838,0.327,124.008,Without You,"Mike Williams,Felix Jaehn,Jordan Shaw","3IpvVrP3VLhruTmnququq7,4bL2B6hmLlMWnUEZnorEtG,6Z8vLeI1ZMj2kzTNWVOBXr",2021-07-30,https://i.scdn.co/image/ab67616d0000b273e738ababa1fd9fb71d283ce0,64,1HPJpgceRg6KPO11nMhWlt,2021
0.41,0.74,0.754,0.0887,0.198,124.003,Try Again (feat. Lauv),"DallasK,Lauv","7uas0F5EhsZg6KDJ7yy7rW,5JZ7CnR6gTvEMKX4g70Amv",2021-07-30,https://i.scdn.co/image/ab67616d0000b273355721802a86adce32a12e82,65,0DHh3p0g7qmNNfNdRNwL6N,2021
0.321,0.677,0.696,0.119,0.464,90.03,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber,Daniel Caesar,Giveon","1uNFoZAHBGtllmzznpCI3s,20wkVLutqVOYrc0kxFs7rA,4fxd5Ee7UefO4CUXgwJ7IP",2021-07-26,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,91,4iJyoBOLtHqaGxP12qzhQI,2021
0.00916,0.781,0.666,0.0639,0.561,130.005,city,Zachary Knowles,5BxcZnUcETSt90VlbsdugI,2021-07-25,https://i.scdn.co/image/ab67616d0000b273aa8ea6342231da500da128c0,50,7ezWFPZxTDiQMl7NlAXdkR,2021
0.772,0.533,0.5,0.0481,0.14,99.77,The Way I Am,"Gavin Haley,Ella Vos","5pOYIshq4ZLnVBEuw8sF6f,2zmrsXMHxagFz6vI2cD7r6",2021-07-25,https://i.scdn.co/image/ab67616d0000b273fd094b00d1d8dddf6cdc86a6,64,7KIM8PBwYO69LTZnQ04Nfp,2021
0.0852,0.643,0.952,0.129,0.588,126.187,Wish You Were Here (feat. Brandyn Burnette),"Afrojack,DLMT,Brandyn Burnette","4D75GcNG95ebPtNvoNVXhz,5rG00A9pRANrMDzVI3DrmF,14mErTJ0ubFVjx2zBAwjkE",2021-07-21,https://i.scdn.co/image/ab67616d0000b273f45db9eb2b067f9e689253b0,56,0GevQZGBPYjfPzK8e3jxzl,2021
0.0183,0.57,0.892,0.0509,0.301,127.052,Shadows,"Frank Walker,Sophie Simmons,Nevada","6rcE30MaP92XafelMNZ2Sq,7AOCUMe3rKW4o3uADBNwVy,15NtJjjHRFybdNSMyM9smT",2021-07-21,https://i.scdn.co/image/ab67616d0000b273856df65746f6d925a3c311ba,58,3UTnoLehZjISbFueAmhGvY,2021
0.327,0.484,0.709,0.264,0.27,199.913,Crumble,"Fairlane,TRØVES","3L7JnVovGbYSUmRyqhXMYO,66tyfeU6ZerzudGCX9mXcg",2021-07-21,https://i.scdn.co/image/ab67616d0000b2731dae9b59c5df7a29eecf2920,38,3WqzI7rkURWRD1XnlhP4tz,2021
0.0394,0.712,0.679,0.0649,0.57,160.003,Like This,"2KBABY,Marshmello","4mkjpWbFO45SyaHiM9GOVE,64KEffDW9EtZ1y2vBYgq8T",2021-07-14,https://i.scdn.co/image/ab67616d0000b2736733c58bf125cd7099e65510,64,2M2Pug4zwMialHSwACPlU1,2021
0.0383,0.591,0.764,0.0483,0.478,169.928,STAY (with Justin Bieber),"The Kid LAROI,Justin Bieber","2tIP7SsRs7vjIcLrU85W8J,1uNFoZAHBGtllmzznpCI3s",2021-07-12,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,96,5HCyWlXZPP0y6Gqq8TgA20,2021
0.218,0.775,0.673,0.0423,0.71,120.056,Waving At Cars,Isac Elliot,3aD9K1zaLQ3G7yp9XV5E4D,2021-07-12,https://i.scdn.co/image/ab67616d0000b27373219740716c545a297bfb85,52,1K1j5IkohC4t0S8zjrYbOH,2021
0.364,0.72,0.792,0.297,0.342,100.048,Nirvana,INNA,2w9zwq3AktTeYYMuhMjju8,2021-07-11,https://i.scdn.co/image/ab67616d0000b27388574301b44a64ca6ecc5754,41,2ImrmJfhihNvj2QeVZOHJq,2021
0.138,0.658,0.747,0.0971,0.326,120.073,"The Business, Pt. II","Tiësto,Ty Dolla $ign","2o5jDhtHVPhrJdv3cEQ99Z,7c0XG5cIJTrrAgEC3ULPiq",2021-07-03,https://i.scdn.co/image/ab67616d0000b273d1a8e3c4a0b0f1100ee27153,70,0SZPXD0uEl72YjUVY2K3E9,2021
0.00226,0.721,0.738,0.0403,0.637,119.976,Leave Before You Love Me (with Jonas Brothers),"Marshmello,Jonas Brothers","64KEffDW9EtZ1y2vBYgq8T,7gOdHgIoIKoe4i9Tta6qdD",2021-06-18,https://i.scdn.co/image/ab67616d0000b273ae40468931087f78919b86ce,88,4qu63nuBpdn0qHUHuObEj1,2021
0.229,0.469,0.497,0.0301,0.147,144.945,Surrender,"Culture Code,Aloma Steele","2FF8wcGpikv5RFbAK1rvdZ,0Th7ebqyWRIwNfNDIkEpNX",2021-05-16,https://i.scdn.co/image/ab67616d0000b273dc2717b7f4a29a5e934af6da,33,6uWqUaSwMjdXstqYICzIOj,2021
0.456,0.548,0.653,0.081,0.163,150.068,Goodbyes (feat. Young Thug),"Post Malone,Young Thug","246dkjvS1zLTtiykXe5h60,50co4Is1HCEo8bhOyUWKpn",2021-05-12,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,81,0t3ZvGKlmYmVsDzBJAXK8C,2021
0.154,0.53,0.82,0.0438,0.355,171.933,Astronaut In The Ocean - Alok Remix,"Masked Wolf,Alok","1uU7g3DNSbsu0QjSEqZtEd,0NGAZxHanS9e0iNHpR8f2W",2021-05-03,https://i.scdn.co/image/ab67616d0000b2731ea74ca87433f931aac9a5fc,0,25dOYUvTT4wyw7r3vS37ca,2021
0.175,0.778,0.695,0.0913,0.472,149.996,Astronaut In The Ocean,Masked Wolf,1uU7g3DNSbsu0QjSEqZtEd,2021-05-03,https://i.scdn.co/image/ab67616d0000b27397fdd7cf1b14d78c6a7fb17f,85,3Ofmpyhv5UAQ70mENzB277,2021
0.0237,0.706,0.858,0.0376,0.607,127.98,Dreamer - Brooks Remix,"Martin Garrix,Mike Yung,Brooks","60d24wfXkVzDSfLS6hyCjZ,4UffC3o3JiLSg7pa5DpQbp,4mHAu7NX2UNsnGXjviBD9e",2021-04-17,https://i.scdn.co/image/ab67616d0000b273fdccc232ddfeb687bef30b44,38,7xNJVMsqGS0R0FXM4iObeV,2021
0.0835,0.514,0.652,0.107,0.421,82.501,Crying Over You ◐ (feat. RM & BEKA),"HONNE,RM,BEKA","0Vw76uk7P8yVtTClWyOhac,2auC28zjQyVTsiZKNgPRGs,1ClmHgLorY9RUCIvsTdT7A",2021-04-13,https://i.scdn.co/image/ab67616d0000b2737681faa0b51b880610f6ab0a,48,3NULjteyVVY9F7WrAXOZIG,2021
0.0839,0.597,0.496,0.077,0.319,160.05,right here,keshi,3pc0bOVB5whxmD50W79wwO,2021-04-13,https://i.scdn.co/image/ab67616d0000b2737941a79c3108cedb1667b68d,73,2Q3QRjA8MjzqpFaIkFludb,2021
0.154,0.711,0.517,0.0391,0.294,119.945,Thru These Tears,LANY,49tQo2QULno7gxHutgccqF,2021-04-12,https://i.scdn.co/image/ab67616d0000b273c4dae9528b2a8408f463eb17,69,7GbAp0HKPQW7WnFJAzMoRk,2021
0.171,0.958,0.376,0.0523,0.331,107.964,if we never met,John K,73eAAfRkS2Vi4hx68oTJJE,2021-04-12,https://i.scdn.co/image/ab67616d0000b27332db4a1bfc362abd17ab1c18,68,3D2H0RZzOXziswr9UHbpyb,2021
0.413,0.576,0.831,0.0594,0.472,169.969,Take All Night,Conor Matthews,5iWU68xnsNiacwbt1fYEcq,2021-04-08,https://i.scdn.co/image/ab67616d0000b2734533fe59744dad7189f8e260,37,66j2OBnDLsHGk039kMB4hH,2021
0.789,0.524,0.391,0.041,0.143,148.009,down,Mokita,3sKeaby6GMSJWgYueZaSjE,2021-04-08,https://i.scdn.co/image/ab67616d0000b27334a28926ba1d8cc01a9d22bb,47,7pV0Yzu2NWogAAVHc9uSIt,2021
0.73,0.731,0.484,0.0354,0.35,92.043,At My Worst (feat. Kehlani),"Pink Sweat$,Kehlani","1W7FNibLa0O0b572tB2w7t,0cGUm45nv7Z6M6qdXYQGTX",2021-04-08,https://i.scdn.co/image/ab67616d0000b273d872030fa341d61b4f4b5a4f,69,58w68w4s8h9gw3xrDaXyuj,2021
0.228,0.59,0.629,0.0619,0.406,157.928,Who Set Us On Fire,CADE,0CEK8AzyeD5ZUdUloB6yQV,2021-04-08,https://i.scdn.co/image/ab67616d0000b273ca471a8eccd021ea085ab697,36,1WLQimMOCeqW2rWgFEESWZ,2021
0.136,0.62,0.851,0.0332,0.816,122.011,Somebody Like You,"Vicetone,Lena Leon","0daugAjUgbJSqdlyYNwIbT,0izKfMblL8LX6Bv2wG3Cy7",2021-04-05,https://i.scdn.co/image/ab67616d0000b27334330e5556a44306fcbdc4cc,54,3d5sy82qemYO5B5TljeoBs,2021
0.127,0.595,0.543,0.038,0.109,99.928,As I Am (feat. Khalid),"Justin Bieber,Khalid","1uNFoZAHBGtllmzznpCI3s,6LuN9FCkKOj5PcnpouEgny",2021-03-31,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,73,6F2r4HgpJnvKDmkN6JEN6J,2021
0.0497,0.757,0.794,0.135,0.453,126.036,Stars Align (with Jolin Tsai),"R3HAB,Jolin Tsai","6cEuCEZu7PAE9ZSzLLc2oQ,1r9DuPTHiQ7hnRRZ99B8nL",2021-03-24,https://i.scdn.co/image/ab67616d0000b2734ba910196549bf500ef8ca63,60,2RQYvKXf2WG4bqN6hPRNq6,2021
0.00196,0.728,0.629,0.0318,0.71,135.031,Die For You (feat. Dominic Fike),"Justin Bieber,Dominic Fike","1uNFoZAHBGtllmzznpCI3s,6USv9qhCn6zfxlBQIYJ9qs",2021-03-23,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,71,7aely3H8kMj9o0gt6vXHE1,2021
0.593,0.583,0.444,0.0456,0.167,119.59,2 Much,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-03-23,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,74,0oaY19dUwZimIgzn3ZZLZO,2021
0.0314,0.677,0.633,0.0771,0.409,89.934,Deserve You,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-03-19,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,71,5NU40QTlXrDUJzDBdv79bg,2021
0.0799,0.568,0.782,0.0396,0.481,141.942,Drowning,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2021-03-09,https://i.scdn.co/image/ab67616d0000b273c2f0d820b1113f9a243fb973,65,0AiTIiCQ15NW8QHQwSxKuR,2021
0.0106,0.658,0.634,0.0413,0.29,139.98,Hold On,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-03-05,https://i.scdn.co/image/ab67616d0000b273bc2dd68b840bb48db3177046,81,4u4NyuceXP7Uzh7XFJKCr1,2021
0.00126,0.541,0.758,0.0275,0.181,102.984,I Still...,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2021-03-04,https://i.scdn.co/image/ab67616d0000b273fd2f4308f22fcae9f5c1fa8c,55,2NOYO042qSc2YMCAnv7sDY,2021
0.0396,0.634,0.836,0.0289,0.587,124.006,Straight Through My Heart,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2021-03-03,https://i.scdn.co/image/ab67616d0000b2731c5da65d09721ebfbc778d15,55,20FmYYqoQNKX3VwULnG2VS,2021
0.00688,0.605,0.858,0.0303,0.555,125.048,In a World Like This,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2021-03-03,https://i.scdn.co/image/ab67616d0000b273df52a4ddf6a6f0559ae891e6,51,64PsIOCPOBJQrvpIBDiGy9,2021
0.0797,0.661,0.758,0.0864,0.387,114.098,Let It Be Me,"Steve Aoki,Backstreet Boys","77AiFEVeAVj2ORpC85QVJs,5rSXSAkZ67PYJSvpUpkOr7",2021-03-03,https://i.scdn.co/image/ab67616d0000b27356cdc40b2525bca030e8de31,62,7nORGrTd2dDP38JC0YfZ4W,2021
0.0334,0.582,0.863,0.0356,0.333,112.073,Around The World (feat. NOUMENN),"KSHMR,NOUMENN","2wX6xSig4Rig5kZU6ePlWe,7bFQpPcrEXYDQDcVPVahyC",2021-03-02,https://i.scdn.co/image/ab67616d0000b273172e3cede52d22ef46aa071b,52,273n4aGEPcL1HrcdhpGGul,2021
0.257,0.689,0.694,0.027,0.482,99.039,I Want It That Way,Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,2021-02-19,https://i.scdn.co/image/ab67616d0000b2732160c02bc56f192df0f4986b,82,47BBI51FKFwOMlIiX6m8ya,2021
0.0104,0.596,0.841,0.272,0.465,127.832,Hearts on Fire - Bassjackers Remix,"ILLENIUM,Dabin,Lights,Bassjackers","45eNHdiiabvmbp4erw26rg,7lZauDnRoAC3kmaYae2opv,5pdyjBIaY5o1yOyexGIUc6,6xQvQwZQQuq9R3TdPNbcR8",2021-02-12,https://i.scdn.co/image/ab67616d0000b273ddc138bb73bfe6ca6e98d5e9,0,1Gy5E0QQMNBAGUokmhQvDd,2021
0.324,0.599,0.714,0.0328,0.859,158.021,U Make Me Wanna,Blue,2yEkZBBjhzKzt6LF5XMaFi,2021-02-09,https://i.scdn.co/image/ab67616d0000b273364b6c1e6800490c7e507e8b,56,7HErXvltYDqTUVcOCPmfDz,2021
0.321,0.607,0.738,0.0868,0.476,120.062,Fall Into The Night (feat. Twinnie),"LVNDSCAPE,Twinnie","2QlwnS23KrBeshXFyK5U6M,73zbrZKfIqOfVWaSM4k71b",2021-02-06,https://i.scdn.co/image/ab67616d0000b273835f909f3c7868a8ac844727,28,3vwW7OZl67gH0RuPCUGhgG,2021
0.382,0.7,0.692,0.0473,0.259,122.959,Lie To Me (feat. HAVENN),"LVNDSCAPE,HAVENN","2QlwnS23KrBeshXFyK5U6M,3tvbAIVlkhKVAia7CvcacA",2021-02-06,https://i.scdn.co/image/ab67616d0000b273835f909f3c7868a8ac844727,21,1fQrUoP2c9wFLKZrAZVwDu,2021
0.126,0.33,0.944,0.0754,0.178,121.143,Symphony,Aspyer,3LaBw0YCv8D35w9AvePFtF,2021-01-15,https://i.scdn.co/image/ab67616d0000b2735cf5f55c0822fdacdb8b1acd,44,5Po2swLszPVFq7TfhPSotJ,2021
0.604,0.459,0.575,0.0573,0.183,111.881,Before You Go,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2021-01-15,https://i.scdn.co/image/ab67616d0000b273f6cda6c81dd1c2d5783fbd2d,79,7ce20yLkzuXXLUhzIDoZih,2021
0.0625,0.658,0.706,0.0304,0.427,98.967,Mine,Phoebe Ryan,4N874uPqBka1QiCvnCVOtr,2021-01-14,https://i.scdn.co/image/ab67616d0000b273b79957600ee28c87b6bd179d,54,1RMJfOjuWNkfdjDo038CgU,2021
0.0037,0.671,0.949,0.0829,0.0724,128.028,Light It Up,"Robin Hustin,TobiMorrow,Jex","6FPDULwgllPquFdqdzj5gi,7CSAJPH9eLCOvPc9jn1I6e,0NO8SsF6umjI3iQJzTycVF",2021-01-11,https://i.scdn.co/image/ab67616d0000b273a6e3b8e67394514a0097311a,66,6ibayfvVOby1NSKJFohtZp,2021
0.181,0.686,0.538,0.0345,0.584,115.884,Anyone,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2021-01-03,https://i.scdn.co/image/ab67616d0000b2734b02db5cefb177ff97346cf2,81,31qCy5ZaophVA81wtlwLc4,2021
0.0066,0.563,0.758,0.0576,0.412,123.883,Lose It All,Matt Nash,0hxW1uZPEjt4wuu9wNDF2y,2020-12-26,https://i.scdn.co/image/ab67616d0000b273f991c7eaa1768b4118dc02fc,43,7taQi536vVaT0HiRu3RahV,2020
0.632,0.741,0.634,0.0689,0.77,99.815,Exes,Loote,00TKPo9MxwZ0j4ooveIxWZ,2020-12-21,https://i.scdn.co/image/ab67616d0000b273346b799f133ad3e78f952caf,45,2oiAK0q2T92O0pQxLEo4Yn,2020
0.208,0.814,0.733,0.0359,0.198,102.037,Best for You,Like Mike,4pwXiI7Z5ZStkgKowZyoKi,2020-12-17,https://i.scdn.co/image/ab67616d0000b2730d61d6fd954c25f79b185ec0,32,05jCpU24UU7aCGnpvgEqUr,2020
0.164,0.336,0.627,0.0384,0.35,150.273,All I Want for Christmas Is You,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,2020-12-15,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,80,0bYg9bo50gSsH3LtXe2SQn,2020
0.206,0.392,0.569,0.11,0.334,105.922,Run Back to You,"Hoang,Alisa","2KjxvxgJvbwweNVRMSuIRG,3V64tT9rVD9R0DaA4XKt3K",2020-12-14,https://i.scdn.co/image/ab67616d0000b273264db0c1eed2d53b334a99ec,57,3B3xNtDr7xrgltDymbht87,2020
0.0586,0.731,0.445,0.0533,0.106,117.97,I Don’t Wanna Live Forever (Fifty Shades Darker),"ZAYN,Taylor Swift","5ZsFI1h6hIdQRw2ti0hz81,06HL4z0CvFAxyc27GXpf02",2020-12-10,https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,82,55n9yjI6qqXh5F2mYvUc2y,2020
0.0576,0.545,0.783,0.0334,0.372,125.025,When We're Gone,"Mesto,Justin Mylo","0RViEWnZO2VhmY4oI0PhF9,7MFJyevu6jq0shwDuVLymu",2020-11-28,https://i.scdn.co/image/ab67616d0000b273d48b650abe034373ff3086ec,38,6QgkJ5Wo5OodrevdnFGwJm,2020
0.0605,0.584,0.637,0.0365,0.0659,130.085,Zurna,"Blasterjaxx,Zafrir","37awA8DFCAnCCL7aqYbDnD,3DJVDo0kd19fZXpTabasOX",2020-11-26,https://i.scdn.co/image/ab67616d0000b2732fadd6f56775f6e0daf4d7e6,38,5H6af60Y0yBIEzjfbAXLBq,2020
0.404,0.489,0.792,0.0436,0.315,127.928,Why Do You Run,"Omnia,Jonny Rose","0XZkeCAlpiO5qcIlAJzZaA,3p5VCeIdYiZzNu0kyb9sMd",2020-11-24,https://i.scdn.co/image/ab67616d0000b273db8cee0bba76480fdf95f6dc,28,7xUD8GX9g9NFIAvcosrv0b,2020
0.247,0.746,0.69,0.164,0.497,89.977,ROCKSTAR (feat. Roddy Ricch),"DaBaby,Roddy Ricch","4r63FhuTkUYltbVAg5TQnk,757aE44tKEUQEqRuT6GnEB",2020-11-23,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,85,7ytR5pFWmSjzHJIeQkgog4,2020
0.0449,0.497,0.757,0.127,0.507,169.902,Safe With Me (with Audrey Mika),"Gryffin,Audrey Mika","2ZRQcIgzPCVaT9XKhXZIzh,3JDG63cSaK3xgDnB2H55Xp",2020-11-21,https://i.scdn.co/image/ab67616d0000b273ef67b5f76eacede43f847b57,75,6Skh3CBum0pZw9TOr7FQnX,2020
0.0689,0.632,0.595,0.0401,0.435,124.114,Paradise (feat. Dermot Kennedy),"MEDUZA,Dermot Kennedy","0xRXCcSX89eobfrshSVdyu,5KNNVgR6LBIABRIomyCwKJ",2020-11-21,https://i.scdn.co/image/ab67616d0000b273b6567be9f8b996a2b5f9b7fa,85,6ft4hAq6yde8jPZY2i5zLr,2020
0.00221,0.715,0.79,0.0343,0.258,127.95,Tomorrow (feat. 433) - Ummet Ozcan Remix,"Tiësto,433,Ummet Ozcan","2o5jDhtHVPhrJdv3cEQ99Z,2MT1u0GqGp2d8XLjY3F8ln,7e1BNCygl2Gf7CX8LrByPv",2020-11-21,https://i.scdn.co/image/ab67616d0000b273845da3879a44f3aea7ddc6be,39,5srN6AsOjsfILQJ0uV5otK,2020
0.177,0.534,0.685,0.0341,0.289,129.896,Christmas Time,"Dimitri Vegas & Like Mike,Armin van Buuren,Brennan Heart,Jeremy Oceans","73jBynjsVtofjRpdpRAJGk,0SfsnGyD8FpIN4U4WCkBZ5,5QySqc6yAFDx9m7fedFZmC,68JQHAhLjcIjEpResOAVrf",2020-11-20,https://i.scdn.co/image/ab67616d0000b273ce8b457bd1772659f211a4fc,46,6sj3z36Jiy7vc8NIVgZlIb,2020
0.758,0.672,0.265,0.0405,0.111,80.995,需要人陪,Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,2020-11-19,https://i.scdn.co/image/ab67616d0000b273e35fb4d0bb3ba2b4148e02b7,52,3gNwT4pOwdlnrn5t5b3kkV,2020
0.652,0.704,0.364,0.0811,0.159,77.994,You and Me,"Addict.,Federico Martelli,Byjoelmichael","33FWu1JTA73HpPE2tBiwNX,6uh1b60xvJwoo2VrAv8RBV,6d8kCkHhKJdEIANjafcD17",2020-11-16,https://i.scdn.co/image/ab67616d0000b2738612409134d63d3627dd9a16,28,2xJLyTiJMW1XzSdCj4KtNQ,2020
0.761,0.481,0.461,0.0258,0.339,96.018,你不在,Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,2020-11-11,https://i.scdn.co/image/ab67616d0000b2735e58c0304c86b0c5ecd61e1c,51,1wQWWFjRA0BxpkTCsOFqYv,2020
0.425,0.374,0.528,0.0281,0.159,145.976,愛錯,Leehom Wang,2F5W6Rsxwzg0plQ0w8dSyt,2020-11-11,https://i.scdn.co/image/ab67616d0000b273099b5a64b392d5704298f433,47,0G6ikRK08HrRfYAyflCDaq,2020
0.406,0.661,0.572,0.0246,0.186,131.954,退後,Jay Chou,2elBjNSdBE2Y3f0j1mjrql,2020-11-11,https://i.scdn.co/image/ab67616d0000b2730ed5bbb886fc25371a4f0a32,57,1xYPMWVdl2yqOkQpjWPVbU,2020
0.581,0.825,0.652,0.0802,0.931,95.977,Shape of You,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2020-11-07,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,88,7qiZfU4dY1lWllzX7mPBI3,2020
0.905,0.43,0.36,0.036,0.247,97.852,Postcard (feat. Gordi),"Troye Sivan,Gordi","3WGpXCj9YhhfX11TToZcXP,6UBMFaCTZnL1Hr1nTOEblM",2020-11-03,https://i.scdn.co/image/ab67616d0000b273aae542061ac42ee04779fb2f,55,4CCe846xVRd9p31gc6dMza,2020
0.0166,0.576,0.797,0.0499,0.137,110.051,Touch,"3LAU,Carly Paige","4YLQaW1UU3mrVetC8gNkg5,047WXnK2tIG3FGth7FyXaK",2020-10-26,https://i.scdn.co/image/ab67616d0000b2731980419be49b38d9cc2e5b21,55,5JKU2tXiG3yvJtefNwe7ZQ,2020
0.00211,0.688,0.895,0.0783,0.5,128.01,Move IT,DJ Kuromi,0GsKVW9sqbA6UjmTQakusR,2020-10-26,https://i.scdn.co/image/ab67616d0000b2735fec04e90d2a20a38b87fa15,0,22a5g23Tm2aotHvKT0fBxr,2020
0.461,0.687,0.436,0.106,0.202,140.021,I Can't Hate You,"Kayou.,yaeow","4kTancl0Qa8Y7J0QKKTCrz,4Abe9XH0fplj8dbOddoYgH",2020-10-26,https://i.scdn.co/image/ab67616d0000b27376555ee4f9e34c7811d82c42,61,21NeQgKhabORuZ3pfsPfz5,2020
0.515,0.633,0.242,0.0761,0.694,98.219,Like Strangers Do,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,2020-10-26,https://i.scdn.co/image/ab67616d0000b273802daca0d0ad4f91cf420b56,72,0Wc6cbF38a90b8wov9V63F,2020
0.057,0.609,0.813,0.0941,0.435,150.078,Treasure U,"BEAUZ,BSY,JSY,Sarah de Warren","2Wzb0u138rgoZQTK3ytknT,214u6q31ItP44Ej6IzuOax,59gd2vl3lXH52b0OcrOnne,2V431yZGG08uroH2CZAgur",2020-10-26,https://i.scdn.co/image/ab67616d0000b273ea63d1135d38b77c42b266f1,34,6tJMZ8IRXlq2YxIESKSO8l,2020
0.859,0.434,0.209,0.0412,0.378,77.475,Pushing Daisies,Loote,00TKPo9MxwZ0j4ooveIxWZ,2020-10-23,https://i.scdn.co/image/ab67616d0000b273d9f589ae5335b45e4c3a990d,35,54yJttZO2qaYCyAaWKZSDc,2020
0.169,0.64,0.683,0.0434,0.4,146.058,Inside Out (feat. Griff),"Zedd,Griff","2qxJFvFYMEDqd7ui6kSAcq,5RJFJWYgtgWktosLrUDzff",2020-10-23,https://i.scdn.co/image/ab67616d0000b273c0144e6a8931844424c1d2f0,65,6IiCb4PCrDgqLuDWgHhFi7,2020
0.00365,0.467,0.895,0.0344,0.546,124.978,Sweet Life,Matisse & Sadko,2QMCcKIPHnjQaPPgoEst88,2020-10-22,https://i.scdn.co/image/ab67616d0000b2730905ff35360faf8f1dab776e,38,71JbTl4uCu1T4WO2AYvSWz,2020
0.0917,0.433,0.808,0.0616,0.279,160.214,Love You Now (feat. Georgia Ku),"Cash Cash,Georgia Ku","1LOB7jTeEV14pHai6EXSzF,5mYakBbBzPMQTfkVMIgiDM",2020-10-22,https://i.scdn.co/image/ab67616d0000b27370ba366612007af8825ceb1e,39,5iXiXXgQU9SkVwdCO0hdZE,2020
0.414,0.678,0.722,0.0362,0.492,126.059,Spark,"MOTi,Fly By Midnight","1vo8zHmO1KzkuU9Xxh6J7W,4rQTEdG6hDVOlDUFKs9EjZ",2020-10-21,https://i.scdn.co/image/ab67616d0000b273ac9ef60e1ec6cd2ad113df16,31,7hWuxsSMFqUq14MtjZJfHW,2020
0.144,0.611,0.651,0.0589,0.351,122.983,I'll Wait,"Kygo,Sasha Alex Sloan","23fqKkggKUBHNkbKtXEls4,4xnihxcoXWK3UqryOSnbw5",2020-10-20,https://i.scdn.co/image/ab67616d0000b273e41bb4b65d2936e518c74539,70,6Q3K9gVUZRMZqZKrXovbM2,2020
0.864,0.631,0.239,0.0398,0.0927,79.859,Lonely (with benny blanco),"Justin Bieber,benny blanco","1uNFoZAHBGtllmzznpCI3s,5CiGnKThu5ctn9pBxv7DGa",2020-10-16,https://i.scdn.co/image/ab67616d0000b27383b22beb73e2014b20159685,80,4y4spB9m0Q6026KfkAvy9Q,2020
0.311,0.646,0.9,0.0453,0.456,124.002,Back To My Bed - Sam Feldt Remix,"Elderbrook,Sam Feldt","2vf4pRsEY6LpL5tKmqWb64,20gsENnposVs2I4rQ5kvrf",2020-10-16,https://i.scdn.co/image/ab67616d0000b273fec3d0d77d36c2e1138d6395,38,6QTPTzoghsdc20g63qDQ5N,2020
0.139,0.703,0.657,0.0783,0.455,82.96,Fake,"Lauv,Conan Gray","5JZ7CnR6gTvEMKX4g70Amv,4Uc8Dsxct0oMqx0P6i60ea",2020-10-16,https://i.scdn.co/image/ab67616d0000b2737eff443a62c51d7f9d39dc20,74,4Gt2kh3QbAGU6yquOWn4aW,2020
0.165,0.672,0.584,0.0544,0.208,118.01,Creep - R3HAB Chill Mix,"R3HAB,GATTÜSO","6cEuCEZu7PAE9ZSzLLc2oQ,3PlRvQnVE3XAbtHUNc4nic",2020-10-16,https://i.scdn.co/image/ab67616d0000b273d0c816cadd84bd9fc80a9119,45,3ZwD2coMuUYCgxV2MSe79H,2020
0.0604,0.67,0.838,0.0362,0.717,104.998,Call on Me - Ryan Riback Remix,"Starley,Ryan Riback","02A3cEvlLLCbIMVDrK2GHV,33JQK4UoS2aMPYBfdB5Ftt",2020-10-16,https://i.scdn.co/image/ab67616d0000b2731148c1ca867495f48cd3532a,66,2L6orAlH8tBhiFTumIfMyF,2020
